Gene name,Disease1,Disease2,Disease3,Control1,Control2,Control3
MTHFD1L,1.376474,0.466922,0.548778,1.160296,0.93368,1.687136
MTHFD2,7.017706,5.995627,11.640476,7.819819,6.985381,4.340668
MTHFD2L,2.937863,2.256169,3.258675,3.110287,3.680129,3.451965
MTHFD2P1,0.037428,0.011309,0.013453,0.057697,0.051758,0.047191
MTHFR,6.884777,6.95357,6.862243,8.263054,8.992031,5.078165
MTHFS,2.208742,4.678199,3.762412,4.432516,5.136083,5.768836
MTHFSD,1.906592,1.750339,2.478764,2.372921,2.704517,1.640206
MTIF2,15.557807,19.767141,18.020398,19.967685,17.291205,10.79826
MTIF3,43.908464,55.556934,43.754163,53.312763,40.841609,35.370079
MTL5,0.178315,0.100194,0.084995,0.204833,0.120819,0.200914
MTM1,3.319852,4.832924,2.745712,3.552044,2.959124,2.03862
MTMR1,4.122629,5.063294,3.797789,5.670186,4.688266,3.40843
MTMR10,10.803223,10.277711,9.490215,9.877731,12.827718,5.497451
MTMR11,0.605968,0.498661,0.881861,0.510761,0.650757,0.392093
MTMR12,5.194123,5.306816,5.167201,5.469842,5.593932,3.163069
MTMR14,13.221902,20.137787,16.687301,18.242673,12.398359,7.345282
MTMR2,6.234806,6.878121,5.623443,6.56269,7.958369,4.633108
MTMR3,6.281681,7.416484,7.044174,6.241967,9.071211,4.597713
MTMR4,5.473268,4.810769,4.400971,5.828937,5.282431,3.574505
MTMR6,10.765542,10.038003,9.587367,12.08397,12.311309,6.434657
MTMR7,0.135157,0,0.043516,0.029134,0.13192,0.114121
MTMR8,0.199858,0.216812,0.136349,0.0762,0.324065,0.077187
MTMR9,7.372742,7.207618,7.603635,8.442891,8.561176,4.691077
MTMR9LP,0.228591,0.373707,0.460134,0.380267,0.845801,2.097375
MTNR1A,0,0,0,0,0,0
MTNR1B,0,0,0,0,0,0
MTO1,6.554044,8.437347,8.665841,9.237463,8.744781,6.245111
MTOR,7.167438,9.055646,8.970044,9.435892,9.984069,6.36552
MTOR-AS1,0,0,0,0,0,0
MTPAP,5.835592,7.729681,5.179191,6.830125,6.730258,3.644401
MTR,14.173726,19.822689,17.697077,20.36454,23.096781,10.273205
MTRF1,4.241797,4.289674,4.10515,4.22869,3.752748,2.968028
MTRF1L,13.097721,12.696795,11.65051,16.534107,15.174848,10.10322
MTRNR2L1,0,0.018813,0.422569,0.013731,0.344432,0.575675
MTRNR2L10,0,0,0.037625,0.023056,0.023678,0.036872
MTRNR2L2,0.079981,0.058686,0.06337,0.164776,0.022079,0.068288
MTRNR2L3,0.076439,0,0,0,0,0
MTRNR2L4,0.086717,0.106012,0.122556,0.039219,0.118593,0.153264
MTRNR2L5,0.032917,0,0.063692,0,0,0.049873
MTRNR2L6,0.024327,0,0,0,0,0.012892
MTRNR2L7,0,0.135974,0,0,0.084074,0.102079
MTRNR2L8,0.024303,0.021976,0.030055,0.116302,0.050276,0.037669
MTRNR2L9,0,0.27026,0.207161,0,0.160754,0.141463
MTRR,6.553579,8.241722,6.423316,9.812506,8.564557,5.663266
MTSS1,10.034602,6.399474,6.502485,10.318806,9.689923,6.750746
MTSS1L,14.418321,15.842442,14.715457,13.503798,16.263126,11.009369
MTTP,6.810957,1.191965,1.131816,1.235776,1.88685,1.202488
MTURN,9.515691,7.813665,10.089728,7.604759,11.827669,5.519078
MTUS1,43.718795,49.184085,50.326911,49.21152,51.163898,30.301756
MTUS2,34.834016,46.232955,35.844438,35.545253,41.702764,26.139955
MTUS2-AS1,0,0,0,0.099216,0.041789,0.062246
MTVR2,0.025209,0,0.078499,0.197345,0.100939,0
MTX1,5.184356,4.17702,4.908847,3.916992,5.070069,4.382458
MTX2,26.485942,29.093711,24.973257,28.606771,25.616343,20.935853
MTX3,4.530391,4.497348,3.764274,4.734245,5.117212,3.036619
MUC1,0.654783,0.338901,0.189032,0.357102,0.594312,2.550147
MUC12,0.608922,0.392218,0.033032,0.177271,0.113844,0.802347
MUC13,0.539541,0.815222,0.046148,0.241513,0.103052,1.04777
MUC15,0.023676,0,0,0.015895,0.007915,0
MUC16,0.013954,0.008139,0.005099,0.002379,0.002062,0.029716
MUC17,0.020845,0.008867,0.003149,0.016714,0,0.070599
MUC19,0.002081,0.000913,0.00498,0.002071,0.004296,0.003736
MUC2,0.064812,0.033268,0.000984,0.025699,0.015567,0.172338
MUC20,0.677806,0.289064,0.297904,0.315301,0.71702,1.342697
MUC21,0,0,0,0,0,0
MUC22,0.008612,0.026474,0.097821,0.189556,0.065957,0.002248
MUC3A,0.254903,0.058601,0.229796,0.181991,0.253772,0.436675
MUC4,0.018653,0.003151,0,0.007993,0.009415,0.006857
MUC5AC,0.018354,0.013078,0.01531,0.02244,0.023347,0.025121
MUC5B,0.009612,0.034464,0.009718,0.027252,0.001952,0.146364
MUC6,0.04271,0.014902,0,0.026184,0.004558,0.206098
MUC7,0,0,0,0,0,0
MUC8,0.016086,0,0,0,0,0.052986
MUCL1,3.512149,0,1.546166,1.687668,0.948856,5.09481
MUL1,18.748814,19.217576,17.208227,19.908675,20.533774,14.300088
MUM1,3.508648,4.683791,3.86581,3.429054,4.780453,3.780381
MUM1L1,4.098299,2.632834,4.642995,4.144981,4.623676,1.798251
MURC,18.239834,21.620724,28.008704,31.673028,22.944864,12.683469
MUS81,4.174748,6.664971,5.530955,5.195518,5.674975,5.674466
MUSK,0.226648,0.672192,0.441362,0.52888,0.457398,0.335895
MUSTN1,11.114567,8.26193,10.293969,7.303324,21.098007,2.613172
MUT,18.271827,22.304292,19.281242,21.131655,20.589246,15.083873
MUTYH,1.547442,1.495188,0.931608,1.294185,1.622726,0.565333
MVB12A,6.834894,6.617593,5.424804,6.212084,6.702581,3.375007
MVB12B,3.054024,3.898817,2.644923,2.599124,3.168609,2.554111
MVD,7.1993,5.993172,6.638324,5.814488,6.722947,5.515539
MVK,4.3189,3.939082,4.2959,3.942772,3.140075,3.227712
MVP,11.68472,9.226498,4.261811,9.103341,9.1539,7.644513
MX1,7.388841,9.509717,8.538714,8.612789,5.522811,4.563261
MX2,1.861324,2.192233,1.566574,1.943387,1.573163,0.805118
MXD1,1.638922,1.819509,1.606055,1.94202,1.958482,1.267932
MXD3,0.146533,0,0.088101,0.161386,0.116918,0.229537
MXD4,9.456187,11.088804,9.145399,11.092052,13.309428,7.12458
MXI1,17.18781,22.252765,20.736033,19.336203,23.190903,10.03038
MXRA5,1.700955,1.654483,1.959622,2.532983,2.51001,2.21547
MXRA7,162.770238,144.113824,88.611763,167.915484,141.168762,146.706787
MXRA8,5.354928,5.962157,5.46755,5.157758,7.374011,4.81602
MYADM,27.875644,34.785836,31.823581,45.515566,45.220809,31.834031
MYADML,0,0,0,0,0,0
MYADML2,1.908033,2.480702,2.022837,2.352215,2.125615,2.359538
MYB,0.423096,0.383064,0.144122,0.30053,0.186686,0.830185
MYBBP1A,4.806409,4.474984,4.19461,4.995792,5.027275,3.01891
MYBL1,1.691481,1.371664,0.957713,1.76788,1.558388,0.815748
MYBL2,0.097521,0.128176,0.032495,0.183795,0.076568,0.39084
MYBPC1,0.376318,0.488814,0.30963,0.416276,0.390098,0.142082
MYBPC2,0,0.013408,0.024314,0,0.005345,0
MYBPC3,308.848181,466.900762,726.377164,716.390629,756.5185,450.377833
MYBPH,0,0,0.034265,0.021459,0,0
MYBPHL,0.26371,0.634919,0.043531,0.653332,0.132065,0.251733
MYC,2.915794,2.249471,1.428192,1.609318,1.753222,4.212148
MYCBP,3.46184,1.989448,2.214835,3.885486,3.729723,2.421846
MYCBP2,6.655585,7.593711,6.666475,7.555725,8.734089,4.603625
MYCBP2-AS1,0,0,0,0,0,0
MYCBPAP,0.14298,0.038648,0.032972,0.028913,0.102495,0.1045
MYCL,0.249302,0.583341,0.210647,0.359682,0.104821,0.077807
MYCN,1.189648,0.407752,0.375307,0.386212,0.454349,0.228838
MYCNOS,0.022325,0,0,0,0,0
MYCT1,12.508805,12.981101,12.246002,11.121306,13.465799,5.851352
MYD88,2.616531,2.098018,1.586013,1.616984,1.99684,1.158504
MYEF2,1.372284,1.880825,1.685993,2.258906,3.689415,1.461403
MYEOV,0,0,0,0.0367,0,0
MYEOV2,76.158349,116.040369,102.487155,91.342638,101.261024,65.492878
MYF5,0,0,0,0,0,0
MYF6,0,0,0.027975,0,0,0.27959
MYH1,0,0.011187,0,0,0.002946,0
MYH10,8.539729,7.386574,7.869534,7.311806,11.740784,6.364801
MYH11,10.575347,7.227867,24.810443,16.322388,19.75817,3.945212
MYH13,0,0,0,0,0,0
MYH14,21.274109,27.286068,23.978631,24.863709,29.067772,17.0129
MYH15,0.039995,0.044148,0.08194,0.143375,0.403491,0
MYH16,0,0,0,0,0,0
MYH2,0.023092,0,0,0,0.002912,0
MYH3,0.097745,0.05419,0.008774,0.026712,0.043313,0.02891
MYH4,0,0.003819,0,0,0,0
MYH6,220.881005,214.865854,206.347012,571.353736,810.554133,30.725469
MYH7,3800.986488,5664.069916,4775.151399,5478.284832,5443.655195,3007.227465
MYH7B,7.513362,13.444086,10.585336,11.557695,9.825722,10.134066
MYH8,0.008529,0.011273,0,0.00556,0.014824,0
MYH9,31.933817,34.542277,29.604925,34.981193,37.525875,20.666881
MYL1,0,0,0,0,0.057763,0.15339
MYL10,0,0,0,0,0,0
MYL12A,632.157841,1031.439159,915.116273,894.309302,670.502117,585.498293
MYL12B,103.624153,95.47923,99.710064,96.863018,104.969896,86.156211
MYL2,8363.967081,10414.96607,10868.15845,10518.12957,12722.96419,8599.226736
MYL3,3228.726651,4143.950829,3734.011721,4593.637014,3754.694252,2934.329368
MYL4,242.881005,41.856017,38.272115,702.514789,103.979319,19.861126
MYL5,2.181014,1.863849,0.712036,1.357722,1.454136,1.591289
MYL6,157.3592,155.941829,137.174806,145.04518,142.682488,109.55127
MYL6B,18.147919,19.864434,16.233679,16.194416,21.200647,10.893685
MYL7,163.94622,1350.05594,950.271208,773.956984,379.433362,91.119433
MYL9,427.032124,587.447609,505.371055,498.995904,596.979387,354.058144
MYLIP,6.14097,4.551955,5.876113,7.272367,6.820402,4.770201
MYLK,4.929646,4.90997,5.888148,5.384541,8.062402,2.649908
MYLK-AS1,0.252287,0,0.188628,0.033071,0.727175,0.369503
MYLK2,0.300578,0.508915,0.272008,0.359696,0.484732,0.398293
MYLK3,126.756862,128.551896,111.132388,136.414576,163.378196,87.967719
MYLK4,1.061567,1.383309,1.10784,1.779616,1.412624,0.859792
MYLPF,0,0,0,0,0,0
MYNN,5.034147,4.54948,4.311249,5.103742,4.636389,2.645057
MYO10,3.679775,2.612995,2.818995,2.505824,2.947082,1.715251
MYO15A,0.00912,0.009011,0.004007,0.011689,0.021227,0.062212
MYO15B,0.611361,0.610116,0.554806,0.452564,0.612921,0.957846
MYO16,0.328697,0.464532,0.7152,0.608153,0.619642,0.090329
MYO16-AS1,0,0,0,0,0,0
MYO18A,22.192843,28.119407,22.876815,27.159086,25.815294,15.757548
MYO18B,30.246568,38.475431,44.336576,46.257561,40.151132,25.795372
MYO19,0.470208,1.018257,0.919564,0.979639,1.170372,0.761796
MYO1A,0.067241,0.007055,0,0.072815,0.038481,0.109593
MYO1B,5.577525,7.210166,4.680452,6.407963,6.784357,3.201871
MYO1C,37.314898,51.171404,50.302792,39.2577,47.160132,21.715006
MYO1D,2.847591,2.298279,2.046536,1.775755,2.200828,2.955942
MYO1E,3.054274,3.290976,2.641453,3.524677,3.02591,1.657219
MYO1F,0.984788,0.697688,0.335571,0.808631,0.458224,0.824813
MYO1G,0.584296,0.399889,0.229578,0.396424,0.165443,0.082086
MYO1H,0.030799,0.036953,0.03688,0.1031,0.066432,0
MYO3A,0,0,0.025038,0.017056,0.010809,0
MYO3B,0.046887,0.004999,0.013389,0.003645,0.037608,0
MYO5A,1.338639,1.18164,1.451699,1.386392,1.788924,1.184552
MYO5B,0.304969,0.389346,0.240992,0.322194,0.119727,0.691524
MYO5C,1.054459,1.425925,0.581072,0.632317,0.914857,0.999537
MYO6,2.902569,2.415198,1.853766,2.436683,2.515607,2.188048
MYO7A,0.393092,0.36219,0.345593,0.314066,0.396646,0.184379
MYO7B,0.127765,0.104206,0.055609,0.087479,0.064187,0.313894
MYO9A,4.75622,5.070317,4.968366,5.823218,6.377705,3.279915
MYO9B,4.633441,5.170784,4.449232,4.645319,6.077293,2.576155
MYOC,6.455484,1.21321,2.210471,7.304157,2.264868,2.155488
MYOCD,10.890373,6.404957,9.09046,7.373359,13.375985,6.285203
MYOD1,0.126603,0.071761,0,0.039483,0,0.011671
MYOF,5.881376,5.24055,3.929256,3.659015,7.948415,7.55272
MYOG,0,0,0,0.132008,0,0
MYOM1,182.429555,283.13706,300.356897,298.569686,287.271204,165.051252
MYOM2,392.840571,475.912136,343.543375,398.783303,487.434098,302.20349
MYOM3,75.229724,102.19202,87.607975,77.019085,94.986741,53.571702
MYOT,1.660022,1.266045,1.090668,1.753504,2.991418,1.203721
MYOZ1,0.261841,0.31014,0.309261,0.216394,0.186636,0.175368
MYOZ2,374.698795,547.532022,447.486062,564.443336,505.258418,422.58082
MYOZ3,0.722915,0.794547,0.435703,1.033725,0.805146,0.702575
MYPN,29.530993,35.10112,34.366014,41.306094,43.311672,25.466492
MYPOP,4.408109,5.896082,3.473023,4.861829,4.561343,2.900196
MYRF,0.036911,0.081344,0.03373,0.069459,0.122954,0.002752
MYRFL,0.10032,0,0.038258,0.344145,0.016242,0
MYRIP,1.886075,0.79841,1.032306,0.569745,1.451285,0.735146
MYSM1,3.354973,3.724612,2.672797,4.073064,3.759458,2.352571
MYT1,0.002573,0.018079,0.042929,0.072362,0.035023,0.052707
MYT1L,0.023991,0,0,0.003116,0,0
MYT1L-AS1,0,0,0,0,0,0.041396
MYZAP,472.305798,568.964472,503.157468,512.491841,532.775039,318.971714
MZB1,0.143602,0.18037,0.108525,0.080031,0.393303,0.043032
MZF1,1.273086,1.666938,0.826505,1.110678,1.795918,1.954891
MZT1,8.095779,6.684343,6.52306,7.123788,5.617386,6.556942
MZT2A,112.570162,140.041508,128.022239,128.424895,121.896122,81.754999
MZT2B,148.971849,185.611834,163.852748,129.838432,155.823853,111.529752
N4BP1,9.359981,8.032015,8.74754,8.116232,8.868204,5.23846
N4BP2,1.969517,1.740213,1.750512,1.556767,2.366027,1.261559
N4BP2L1,1.175376,1.475627,1.134858,1.349492,1.443597,1.928985
N4BP2L2,34.812357,37.907758,32.63959,37.514323,39.557052,27.321485
N4BP2L2-IT2,0.31851,0.839723,0.365794,0.348759,0.829453,0.225353
N4BP3,1.933677,1.696082,1.357505,1.216878,1.562018,0.555718
N6AMT1,7.489622,10.423203,9.132837,9.163059,10.63955,8.345476
N6AMT2,6.403448,4.136854,4.093087,2.786156,5.110583,4.629848
NAA10,13.356921,15.420903,14.293627,16.261867,18.751754,15.577202
NAA11,0,0,0,0,0.01464,0
NAA15,9.793779,12.235945,8.559867,10.799632,11.313616,7.815996
NAA16,2.336713,4.265303,2.665321,2.954232,4.788145,3.378817
NAA20,33.933433,40.734514,32.321244,35.324496,34.23084,28.011896
NAA25,4.281004,5.424479,4.387493,4.370608,5.891592,3.143391
NAA30,14.19293,16.366633,13.941528,15.823839,15.370925,9.6603
NAA35,6.476873,8.199652,7.471352,7.743679,7.790089,4.448879
NAA38,26.008952,29.477441,24.453141,20.562854,23.882159,21.136145
NAA40,3.849167,4.524798,3.860144,4.578164,5.383666,3.757245
NAA50,19.87321,22.442343,19.209054,23.198244,23.564834,14.954325
NAA60,13.321055,14.99419,9.852676,14.30955,16.382832,10.007834
NAAA,5.093023,4.578293,4.106107,4.763612,6.130274,4.061348
NAALAD2,0.977453,0.497504,0.375037,0.497037,0.748841,0
NAALADL1,0.233962,0.286941,0.194392,0.3327,0.384641,0
NAALADL2,0.719171,0.714644,0.56464,0.657521,1.069188,0.996366
NAALADL2-AS3,0,0,0,0,0,0
NAB1,12.802916,10.857386,12.54758,12.749658,14.444308,9.998857
NAB2,3.938228,4.93472,3.799338,3.321129,4.111143,3.559171
NABP1,0.175751,0.593725,0.292822,0.384781,0.522358,0.239886
NABP2,7.597792,11.171849,7.978307,8.541599,8.974297,8.067337
NACA,189.475766,211.814791,206.272871,210.846908,192.797985,129.559382
NACA2,0,0,0,0,0,0
NACAD,1.05591,1.070248,1.428888,1.157919,1.828104,0.804604
NACAP1,0,0,0,0,0,0
NACC1,10.129103,11.110745,7.150845,11.131216,9.228263,5.541642
NACC2,15.383801,15.968653,10.459689,16.712908,16.329488,11.112679
NADK,5.741523,5.60775,4.858927,5.744675,5.987002,3.521677
NADK2,15.956454,15.270832,13.345822,15.818793,18.348932,13.263372
NADSYN1,3.097036,2.485342,2.014718,2.630592,2.827419,2.621916
NAE1,11.767759,11.828999,10.278214,14.178159,13.020111,8.936462
NAF1,6.846207,8.223697,4.992569,7.777797,7.075113,6.85563
NAGA,3.460849,3.924637,3.130538,3.885213,3.640563,2.787579
NAGK,12.899252,12.195974,12.683442,12.284009,12.780716,9.146399
NAGLU,2.897945,3.325596,2.743905,2.717845,2.633577,1.923929
NAGPA,1.895153,2.158839,1.892832,1.932644,1.949999,1.198437
NAGPA-AS1,0.213485,0.166069,0.156824,0.087541,0.293956,0.50833
NAGS,0.427398,0.483003,0.262527,0.223341,0.123827,0.186741
NAIF1,2.425489,0.986578,1.276439,1.818656,1.403196,1.539037
NAIP,2.086185,2.903767,3.256529,1.927551,3.164474,2.845085
NALCN,2.101225,1.94125,0.709092,2.199746,2.025928,1.729862
NALCN-AS1,0,0.009978,0,0,0,0
NAMA,0.027083,0,0.009748,0,0.062081,0
NAMPT,29.542196,38.847478,30.873372,43.637619,39.645814,26.268954
NANOG,0.371372,0.349358,0.217232,0.480877,0.393875,0.583524
NANOGNB,0,0,0,0,0,0
NANOS1,0.843266,0.635948,0.776812,0.777875,1.213212,1.102267
NANOS2,0,0,0,0,0,0
NANOS3,0.041267,0.175395,0.146669,0.078914,0.305305,0.547469
NANP,1.902389,1.933132,1.59558,2.01442,1.812167,1.442707
NANS,13.409233,15.507321,15.487951,16.925601,13.13853,9.262789
NAP1L1,71.038602,73.258583,70.569128,88.345904,84.621537,65.501702
NAP1L2,2.223398,1.553301,4.163605,5.480492,4.709742,2.74993
NAP1L3,4.095979,1.609398,4.257043,2.013097,3.763273,3.40302
NAP1L4,45.360842,54.35883,46.082324,47.229855,53.490338,37.943617
NAP1L5,1.744655,1.89316,1.332006,2.302436,2.313829,1.356761
NAP1L6,0.007599,0.284038,0,0.059624,0.083564,0.03291
NAPA,36.610125,42.883773,37.759462,45.263726,44.709789,37.249954
NAPA-AS1,1.688949,0.629064,1.658353,3.332625,1.759835,1.345429
NAPB,1.653144,1.315246,1.357987,1.497054,1.580242,1.080889
NAPEPLD,2.531974,3.478501,3.066232,3.040338,3.265419,2.731945
NAPG,14.491697,13.697068,11.847564,13.631762,15.225639,9.864217
NAPRT1,9.094508,13.968032,10.144668,10.083265,10.264056,8.219805
NAPSA,0.113233,0.246852,0.040445,0.147982,0,0.147928
NAPSB,0.526111,0.123199,0.489351,0.343669,0.715991,0.105205
NARF,17.373883,22.296173,16.310487,16.561965,15.683163,11.570056
NARFL,7.42122,9.398779,7.794706,7.888166,7.483931,5.219157
NARG2,7.06967,6.080549,6.331012,6.145703,7.531131,5.923251
NARR,0.671543,0,0,0.746718,0,0
NARS,44.420075,39.836401,50.968564,46.544165,46.09967,36.633194
NARS2,9.991147,10.144547,10.139876,8.65948,9.907866,6.675773
NASP,5.394586,5.89633,5.176281,5.967252,6.290666,3.895707
NAT1,2.951263,1.125932,1.180489,1.410821,1.861072,3.410982
NAT10,4.096521,5.367316,5.521385,5.697289,5.965751,4.387239
NAT14,1.5054,1.831254,2.63998,2.28394,2.679347,3.169835
NAT16,0,0,0,0.044849,0,0
NAT2,0.17875,0.07691,0,0.018509,0.173521,0.157634
NAT6,0.973136,1.665303,1.881322,1.917436,1.524853,1.579058
NAT8,0,0,0,0,0,0
NAT8B,0,0,0.075002,0.219,0.032394,0
NAT8L,0.033076,0.130795,0.214106,0.296204,0.268381,0.076511
NAT9,3.125581,3.922996,2.677422,2.74696,3.028885,4.823711
NAV1,13.873035,19.541216,16.9054,14.019801,18.894491,11.59335
NAV2,4.767364,2.95654,4.449956,4.155202,6.984058,2.923118
NAV2-AS4,0.166182,0,0,0,0.030519,0.03476
NAV2-AS5,0,0,0,0,0,0
NAV3,0.875178,0.8608,0.835401,0.949187,0.841354,0.342665
NBAS,12.666803,16.118767,13.583596,14.661354,15.619308,8.955743
NBEA,7.331778,10.569875,9.445024,11.597732,11.192703,6.143195
NBEAL1,3.723608,3.718014,3.927397,4.099973,5.278715,2.113131
NBEAL2,1.32642,0.993713,1.024713,1.043877,1.143548,1.105083
NBEAP1,1.276566,0.917317,0.435696,0.945967,0.631505,2.128504
NBL1,20.359987,22.931216,20.92856,18.732567,26.010125,14.379835
NBN,7.587465,9.22444,9.177607,10.03188,9.207487,6.744441
NBPF1,2.293706,2.063767,1.699571,1.927887,2.847482,1.485106
NBPF10,0.410075,0.419462,0.477965,0.787393,0.621589,0.221931
NBPF11,0.850862,0.839746,0.776044,0.721446,0.766051,0.919947
NBPF12,1.27982,1.285702,1.046502,0.965434,1.448452,1.099769
NBPF13P,0,0,0,0,0,0
NBPF14,1.933301,1.331875,1.590091,2.102746,1.815045,1.672064
NBPF15,1.832932,2.04801,1.268792,1.489677,1.560004,1.24226
NBPF18P,0,0,0.01749,0,0.111418,0
NBPF19,0.41966,0.429954,0.536669,0.494084,0.694371,0.56176
NBPF20,0.163912,0.279177,0.212779,0.262305,0.325489,0.201318
NBPF22P,0,0,0,0.031348,0.024434,0.224745
NBPF23P,0.165001,0.069836,0.041535,0.076743,0.201609,0.088181
NBPF25P,0.085915,0.09234,0.109026,0.088632,0.209639,0.063805
NBPF26,3.546693,2.660074,2.158781,3.230291,1.445016,0.915598
NBPF3,0.890399,0.943739,0.592132,1.257656,1.233447,1.192911
NBPF4,0,0,0.02335,0,0,0
NBPF6,0,0,0.008565,0.026026,0.018414,0
NBPF7,0,0,0,0.048593,0,0
NBPF8,0.963673,1.280051,1.098957,0.799866,1.097632,0.475988
NBPF9,1.4945,1.355559,1.152253,1.800928,1.707154,0.964821
NBR1,28.851457,29.262512,30.040514,34.610574,35.420729,21.506367
NBR2,1.25675,0.506307,0.464301,0.793878,0.883401,0.470996
NCALD,4.44892,4.44603,3.467612,5.464827,5.740261,4.256243
NCAM1,60.708202,66.58153,61.301426,58.597809,86.607943,43.005696
NCAM1-AS1,0,0,0,0,0,0
NCAM2,1.373283,1.734791,1.543063,1.477399,1.9505,0.962974
NCAN,0,0,0,0.01155,0.004075,0.028338
NCAPD2,3.179262,3.502956,2.622396,3.535463,3.853162,2.274256
NCAPD3,1.737146,1.927521,1.507993,2.002182,2.178706,1.566356
NCAPG,0.111542,0.100996,0.077419,0.082886,0.037566,0.036608
NCAPG2,1.830241,1.776389,1.375985,1.971182,1.83732,1.099555
NCAPH,0.209612,0.183117,0.035495,0.153542,0.044009,0.076386
NCAPH2,6.252476,6.701119,6.930362,8.153655,7.311582,5.449367
NCBP1,4.883164,6.540182,4.991981,5.919953,6.303622,4.299507
NCBP2,16.586627,15.186535,14.272132,13.89443,14.654796,9.905188
NCBP2-AS2,10.311826,12.83171,10.868271,11.694674,9.971114,5.898108
NCCRP1,0,0.045184,0.017799,0,0.023222,0.138552
NCDN,9.470086,9.222,7.850488,8.534825,10.207111,5.060361
NCEH1,15.466126,20.716029,13.422037,20.00352,19.437978,8.504473
NCF1,0.493291,0.367047,0.459002,1.046855,0.497683,0.691231
NCF1B,0.056955,0.107276,0.1086,0.339505,0.045788,0
NCF1C,0.198796,0.972531,0.201642,0.544209,0.362692,0.534526
NCF2,1.008138,0.604466,1.016095,1.620613,0.788061,1.283947
NCF4,1.615833,1.208499,0.567601,1.847823,0.597073,2.012882
NCK1,8.637966,8.87473,8.200521,7.95122,9.397489,6.968459
NCK2,12.271937,17.809053,13.408392,14.530107,13.01554,9.811429
NCKAP1,57.769781,64.102289,55.947773,80.551144,78.178286,42.224411
NCKAP1L,1.464171,0.841763,0.897739,1.232875,0.98706,0.698859
NCKAP5,1.495615,1.165904,1.309203,1.350574,2.119953,1.418855
NCKAP5L,5.855759,6.679794,5.173506,5.843049,6.883661,3.540351
NCKIPSD,5.130472,3.44051,4.098658,4.826641,5.835151,2.072897
NCL,46.056115,49.208254,54.226642,54.029506,60.354696,36.127004
NCLN,5.383623,6.565952,5.545341,6.968006,5.76457,6.196113
NCMAP,0.045332,0.098604,0.055068,0.113066,0.091252,0.051026
NCOA1,8.604002,10.065644,7.985593,9.791809,10.654216,6.40871
NCOA2,10.694351,11.993502,11.281822,14.041501,13.389203,7.143613
NCOA3,6.121076,6.924323,8.362235,9.115427,11.400668,4.067947
NCOA4,117.715122,148.553519,115.936132,144.278608,131.168281,78.540158
NCOA5,4.490536,5.312813,3.986689,4.48825,5.629096,3.9789
NCOA6,4.616985,4.943441,4.071756,5.250728,5.839985,2.937659
NCOA7,2.97552,2.511676,1.949976,3.228879,3.101191,1.867628
NCOR1,10.757275,11.181242,10.623948,11.716589,14.155424,7.515303
NCOR1P1,0,0,0.162857,0.501033,0.197832,0
NCOR2,15.09449,17.346118,14.310457,15.295442,17.687125,12.004586
NCR1,0,0.148579,0.081766,0.163358,0.063933,0.049288
NCR2,0,0,0,0,0,0
NCR3,0.127053,0,0.019844,0.110565,0.077279,0.120684
NCR3LG1,0.279145,0.373416,0.187847,0.220086,0.129257,0.18746
NCRNA00185,0.838404,1.168284,0,1.568621,0,0.167936
NCRNA00249,0,0,0,0,0,0
NCRUPAR,1.15268,0.660871,1.174005,2.202032,0.429263,1.183766
NCS1,1.643191,0.997896,1.175712,1.089428,2.137679,1.494504
